age,job,marital,education,default,balance,housing,loan,contact,day,quarter,duration,campaign,pdays,previous,poutcome,y
34,workforce,single,secondary,0,1157,1,0,unknown,21,second,103,2,-1,0,unknown,0
40,workforce,single,secondary,0,1066,1,0,unknown,21,second,171,1,-1,0,unknown,0
31,workforce,married,secondary,0,932,1,0,unknown,21,second,229,2,-1,0,unknown,0
32,workforce,single,primary,0,557,1,0,unknown,21,second,112,2,-1,0,unknown,0
31,manager,married,tertiary,0,1260,0,1,unknown,21,second,93,1,-1,0,unknown,0
35,manager,single,tertiary,0,1045,1,0,unknown,21,second,61,1,-1,0,unknown,0
38,workforce,single,primary,0,350,1,0,unknown,21,second,35,1,-1,0,unknown,0
48,workforce,divorced,tertiary,0,-136,1,0,unknown,21,second,7,12,-1,0,unknown,0
37,workforce,married,secondary,0,405,1,0,unknown,21,second,51,2,-1,0,unknown,0
45,manager,married,secondary,0,373,1,0,unknown,21,second,17,7,-1,0,unknown,0
27,workforce,single,secondary,0,0,1,0,unknown,21,second,504,1,-1,0,unknown,0
33,manager,married,secondary,0,2228,1,0,unknown,21,second,726,1,-1,0,unknown,0
31,workforce,single,secondary,0,58,1,0,unknown,21,second,542,1,-1,0,unknown,0
33,workforce,married,secondary,0,932,1,0,unknown,21,second,226,1,-1,0,unknown,0
36,nonworker,married,secondary,0,-872,1,1,unknown,21,second,153,1,-1,0,unknown,0
37,workforce,married,secondary,0,1450,1,1,unknown,21,second,112,1,-1,0,unknown,0
37,workforce,single,secondary,0,2032,1,0,unknown,21,second,158,2,-1,0,unknown,0
32,workforce,single,tertiary,0,0,1,0,unknown,21,second,250,2,-1,0,unknown,0
30,workforce,married,tertiary,0,1380,1,0,unknown,21,second,294,2,-1,0,unknown,0
37,workforce,married,secondary,0,5729,1,0,unknown,21,second,303,3,-1,0,unknown,0
34,workforce,single,secondary,0,951,1,0,unknown,21,second,343,1,-1,0,unknown,0
54,manager,divorced,tertiary,0,487,1,0,unknown,21,second,828,4,-1,0,unknown,1
36,manager,married,secondary,0,957,1,0,unknown,21,second,206,1,-1,0,unknown,0
39,nonworker,married,tertiary,0,855,1,0,unknown,21,second,786,2,-1,0,unknown,0
36,manager,married,tertiary,0,502,1,0,unknown,21,second,509,1,-1,0,unknown,0
37,workforce,married,primary,0,204,1,0,unknown,21,second,161,4,-1,0,unknown,0
49,workforce,divorced,primary,0,2262,1,0,unknown,21,second,125,3,-1,0,unknown,0
31,manager,married,secondary,0,8784,1,0,unknown,21,second,63,2,-1,0,unknown,0
36,workforce,married,primary,0,599,1,0,unknown,21,second,649,2,-1,0,unknown,1
31,workforce,married,secondary,0,525,1,1,unknown,21,second,159,1,-1,0,unknown,0
29,manager,married,secondary,0,688,1,0,unknown,21,second,211,1,-1,0,unknown,0
34,manager,single,tertiary,0,1350,1,0,unknown,21,second,68,1,-1,0,unknown,0
32,workforce,married,secondary,0,1830,1,0,unknown,21,second,293,1,-1,0,unknown,0
31,workforce,single,tertiary,0,1887,0,1,unknown,21,second,389,1,-1,0,unknown,0
37,workforce,single,secondary,0,13156,1,0,unknown,21,second,240,1,-1,0,unknown,0
34,workforce,married,secondary,0,622,1,0,unknown,21,second,145,1,-1,0,unknown,0
35,manager,married,tertiary,0,1336,0,0,unknown,21,second,59,2,-1,0,unknown,0
32,workforce,single,secondary,0,1067,1,0,unknown,21,second,39,2,-1,0,unknown,0
35,independent,single,secondary,0,12961,1,0,unknown,21,second,272,2,-1,0,unknown,0
31,workforce,married,secondary,0,141,1,0,unknown,21,second,140,2,-1,0,unknown,0
41,manager,single,tertiary,0,1216,1,0,unknown,21,second,53,3,-1,0,unknown,0
31,workforce,married,secondary,0,891,1,0,unknown,21,second,44,3,-1,0,unknown,0
32,workforce,married,primary,0,131,1,0,unknown,21,second,212,2,-1,0,unknown,0
33,workforce,married,primary,0,5,0,0,unknown,21,second,57,2,-1,0,unknown,0
52,workforce,married,secondary,0,289,1,0,unknown,21,second,45,13,-1,0,unknown,0
32,workforce,single,secondary,0,15341,0,0,unknown,21,second,738,3,-1,0,unknown,0
32,workforce,married,secondary,0,901,1,0,unknown,21,second,102,3,-1,0,unknown,0
32,independent,married,tertiary,0,4465,1,0,unknown,21,second,161,2,-1,0,unknown,0
34,manager,married,secondary,0,1191,1,0,unknown,21,second,383,2,-1,0,unknown,0
35,workforce,single,tertiary,0,458,1,0,unknown,21,second,1091,3,-1,0,unknown,0
36,manager,single,tertiary,0,1869,1,0,unknown,21,second,122,2,-1,0,unknown,0
37,independent,married,tertiary,0,2084,1,0,unknown,21,second,137,2,-1,0,unknown,0
32,workforce,married,secondary,0,1389,1,0,unknown,21,second,189,2,-1,0,unknown,0
34,manager,married,tertiary,0,0,1,0,unknown,21,second,88,2,-1,0,unknown,0
27,workforce,married,secondary,0,1303,1,1,unknown,21,second,364,1,-1,0,unknown,0
33,manager,married,tertiary,0,11149,1,0,unknown,21,second,418,2,-1,0,unknown,0
36,manager,married,unknown,0,-35,1,1,unknown,21,second,17,2,-1,0,unknown,0
37,workforce,married,primary,0,3242,1,0,unknown,21,second,233,1,-1,0,unknown,0
32,workforce,single,secondary,0,435,1,0,unknown,21,second,373,2,-1,0,unknown,0
32,workforce,single,secondary,0,2696,1,0,unknown,21,second,445,1,-1,0,unknown,0
29,workforce,single,secondary,0,0,0,0,unknown,21,second,623,1,-1,0,unknown,0
34,workforce,married,primary,0,218,1,1,unknown,21,second,260,1,-1,0,unknown,0
33,independent,divorced,secondary,0,892,1,0,unknown,21,second,316,1,-1,0,unknown,0
31,workforce,married,tertiary,0,1410,1,0,unknown,21,second,42,1,-1,0,unknown,0
32,workforce,single,secondary,0,1721,1,0,unknown,21,second,650,2,-1,0,unknown,0
31,manager,single,tertiary,0,1583,1,0,unknown,21,second,207,1,-1,0,unknown,0
33,workforce,single,secondary,0,296,1,0,unknown,21,second,226,1,-1,0,unknown,0
38,manager,married,tertiary,0,216,1,0,unknown,21,second,1307,1,-1,0,unknown,0
35,workforce,married,secondary,0,463,1,0,unknown,21,second,104,1,-1,0,unknown,0
37,manager,married,tertiary,0,547,1,1,unknown,21,second,143,1,-1,0,unknown,0
42,workforce,divorced,secondary,0,2974,1,0,unknown,21,second,187,5,-1,0,unknown,0
34,independent,married,secondary,0,-370,1,0,unknown,21,second,748,1,-1,0,unknown,0
32,manager,married,secondary,0,6217,1,1,unknown,21,second,486,2,-1,0,unknown,0
28,manager,married,secondary,0,170,1,1,unknown,21,second,492,1,-1,0,unknown,0
29,manager,married,secondary,0,-559,1,1,unknown,21,second,485,1,-1,0,unknown,0
21,nonworker,single,secondary,0,232,1,0,unknown,21,second,110,2,-1,0,unknown,0
31,manager,single,tertiary,0,385,1,0,unknown,21,second,304,1,-1,0,unknown,0
34,workforce,married,secondary,0,5304,1,0,unknown,21,second,51,2,-1,0,unknown,0
35,manager,single,tertiary,0,71,1,0,unknown,21,second,836,12,-1,0,unknown,0
32,workforce,single,unknown,0,317,1,0,unknown,21,second,394,2,-1,0,unknown,0
32,manager,single,tertiary,0,728,1,0,unknown,21,second,125,1,-1,0,unknown,0
38,workforce,married,tertiary,0,-121,1,0,unknown,21,second,288,1,-1,0,unknown,0
29,manager,single,tertiary,0,330,1,0,unknown,21,second,315,1,-1,0,unknown,0
31,manager,single,tertiary,0,825,1,0,unknown,21,second,506,2,-1,0,unknown,1
36,manager,single,tertiary,0,247,0,0,unknown,21,second,354,5,-1,0,unknown,0
30,workforce,divorced,secondary,0,3100,1,0,unknown,21,second,154,4,-1,0,unknown,0
33,independent,married,tertiary,0,1301,1,0,unknown,21,second,184,2,-1,0,unknown,0
32,workforce,married,primary,0,29050,1,1,unknown,21,second,563,2,-1,0,unknown,0
27,workforce,single,secondary,0,1279,1,1,unknown,21,second,450,1,-1,0,unknown,0
38,independent,married,tertiary,0,585,1,0,unknown,21,second,34,3,-1,0,unknown,0
38,manager,married,tertiary,0,63,1,0,unknown,21,second,518,1,-1,0,unknown,0
28,nonworker,married,secondary,0,858,1,0,unknown,21,second,371,1,-1,0,unknown,0
40,workforce,divorced,secondary,0,0,0,0,unknown,21,second,111,4,-1,0,unknown,0
34,workforce,single,secondary,0,581,1,0,unknown,21,second,176,4,-1,0,unknown,0
28,workforce,single,secondary,0,2034,1,0,unknown,21,second,196,1,-1,0,unknown,0
35,workforce,married,secondary,0,1,1,1,unknown,21,second,85,1,-1,0,unknown,0
38,independent,single,secondary,0,1146,1,0,unknown,21,second,91,2,-1,0,unknown,0
34,workforce,single,secondary,0,1091,1,0,unknown,21,second,252,2,-1,0,unknown,0
43,nonworker,married,secondary,0,-177,1,0,unknown,21,second,172,2,-1,0,unknown,0
30,manager,married,tertiary,0,527,1,1,unknown,21,second,265,1,-1,0,unknown,0
31,workforce,single,secondary,0,481,1,0,unknown,21,second,114,2,-1,0,unknown,0
29,manager,single,secondary,0,5711,1,1,unknown,21,second,899,1,-1,0,unknown,0
31,manager,married,tertiary,0,1755,1,0,unknown,21,second,588,2,-1,0,unknown,0
25,workforce,single,secondary,0,491,1,0,unknown,21,second,393,1,-1,0,unknown,0
27,workforce,married,secondary,0,2183,1,1,unknown,21,second,857,1,-1,0,unknown,1
34,workforce,single,tertiary,0,299,1,0,unknown,21,second,205,2,-1,0,unknown,0
39,workforce,single,secondary,0,1961,0,0,unknown,21,second,216,1,-1,0,unknown,0
38,manager,married,tertiary,0,126,1,0,unknown,21,second,164,2,-1,0,unknown,0
27,manager,single,secondary,0,967,1,0,unknown,21,second,162,1,-1,0,unknown,0
28,manager,married,tertiary,0,395,0,0,unknown,21,second,178,1,-1,0,unknown,0
33,workforce,single,secondary,0,239,1,0,unknown,21,second,127,1,-1,0,unknown,0
48,workforce,divorced,primary,0,338,1,0,unknown,21,second,38,12,-1,0,unknown,0
32,workforce,married,primary,0,885,1,0,unknown,21,second,127,2,-1,0,unknown,0
32,workforce,married,secondary,0,564,1,0,unknown,21,second,660,1,-1,0,unknown,0
34,nonworker,married,primary,0,4499,0,0,unknown,21,second,1681,1,-1,0,unknown,1
34,workforce,married,secondary,0,603,1,1,unknown,21,second,1409,3,-1,0,unknown,0
35,workforce,married,secondary,1,-29,1,1,unknown,21,second,208,3,-1,0,unknown,0
32,workforce,married,secondary,0,-325,1,1,unknown,21,second,171,1,-1,0,unknown,0
31,workforce,married,secondary,0,428,1,0,unknown,21,second,272,1,-1,0,unknown,0
32,workforce,married,secondary,0,0,1,1,unknown,21,second,143,2,-1,0,unknown,0
28,workforce,single,primary,0,722,1,0,unknown,21,second,150,1,-1,0,unknown,0
33,manager,single,tertiary,0,541,1,1,unknown,21,second,572,1,-1,0,unknown,0
30,workforce,married,secondary,0,702,1,0,unknown,21,second,573,1,-1,0,unknown,0
39,workforce,married,secondary,0,4444,1,0,unknown,21,second,244,1,-1,0,unknown,0
57,workforce,married,primary,0,42,1,0,unknown,21,second,384,3,-1,0,unknown,0
39,workforce,married,secondary,0,0,1,1,unknown,21,second,240,3,-1,0,unknown,0
24,workforce,single,secondary,0,-148,1,0,unknown,21,second,641,1,-1,0,unknown,0
34,manager,single,tertiary,0,1717,1,0,unknown,21,second,269,2,-1,0,unknown,0
32,workforce,divorced,secondary,0,1156,1,0,unknown,21,second,488,1,-1,0,unknown,0
32,manager,married,tertiary,0,1330,1,0,unknown,21,second,83,1,-1,0,unknown,0
33,workforce,married,primary,0,754,1,0,unknown,21,second,811,2,-1,0,unknown,0
58,independent,married,tertiary,0,7198,1,0,unknown,21,second,44,5,-1,0,unknown,0
32,workforce,single,secondary,0,-198,1,0,unknown,21,second,681,3,-1,0,unknown,1
28,nonworker,married,tertiary,0,264,1,0,unknown,21,second,443,2,-1,0,unknown,0
32,workforce,single,secondary,0,5252,1,0,unknown,21,second,1162,2,-1,0,unknown,0
30,workforce,single,tertiary,0,1289,1,0,unknown,21,second,1697,2,-1,0,unknown,1
28,workforce,married,secondary,0,-114,1,0,unknown,21,second,244,2,-1,0,unknown,0
32,workforce,single,tertiary,0,4665,1,0,unknown,21,second,860,2,-1,0,unknown,1
37,workforce,married,primary,0,5643,1,0,unknown,21,second,295,1,-1,0,unknown,0
29,workforce,single,secondary,0,445,1,0,unknown,21,second,139,2,-1,0,unknown,0
34,manager,single,tertiary,0,2412,1,0,unknown,21,second,154,2,-1,0,unknown,0
28,workforce,single,secondary,0,348,1,0,unknown,21,second,86,2,-1,0,unknown,0
36,manager,divorced,secondary,0,775,1,0,unknown,21,second,65,3,-1,0,unknown,0
37,workforce,single,unknown,0,-114,1,0,unknown,21,second,113,2,-1,0,unknown,0
35,manager,married,tertiary,0,1631,1,0,unknown,21,second,83,2,-1,0,unknown,0
33,workforce,single,secondary,0,313,1,0,unknown,21,second,291,2,-1,0,unknown,0
34,independent,single,secondary,0,0,1,1,unknown,21,second,394,2,-1,0,unknown,0
35,workforce,married,primary,0,3468,1,0,unknown,21,second,72,3,-1,0,unknown,0
24,workforce,single,secondary,0,171,1,0,unknown,21,second,151,2,-1,0,unknown,0
35,workforce,married,primary,0,453,1,0,unknown,21,second,312,2,-1,0,unknown,0
40,workforce,married,primary,0,558,1,1,unknown,21,second,56,3,-1,0,unknown,0
32,manager,single,tertiary,0,1373,1,0,unknown,21,second,474,2,-1,0,unknown,0
38,workforce,single,primary,0,-100,1,0,unknown,21,second,189,2,-1,0,unknown,0
35,workforce,married,secondary,0,432,1,0,unknown,21,second,1094,55,-1,0,unknown,0
39,manager,married,secondary,0,1985,1,0,unknown,21,second,155,4,-1,0,unknown,0
34,workforce,married,secondary,0,223,1,0,unknown,21,second,91,3,-1,0,unknown,0
33,manager,married,tertiary,0,2308,1,0,unknown,21,second,232,2,-1,0,unknown,0
36,independent,single,tertiary,0,4752,1,0,unknown,21,second,446,2,-1,0,unknown,0
52,manager,married,secondary,0,1933,1,0,unknown,21,second,153,4,-1,0,unknown,0
58,nonworker,married,secondary,0,1402,1,0,unknown,21,second,111,5,-1,0,unknown,0
39,workforce,married,secondary,0,5853,1,0,unknown,21,second,210,2,-1,0,unknown,0
26,workforce,single,secondary,0,186,1,0,unknown,21,second,72,3,-1,0,unknown,0
34,workforce,married,secondary,0,1739,1,1,unknown,21,second,213,2,-1,0,unknown,0
38,independent,married,tertiary,0,6704,1,0,unknown,21,second,205,2,-1,0,unknown,0
35,workforce,married,primary,0,1176,1,0,unknown,21,second,166,2,-1,0,unknown,0
30,workforce,single,secondary,0,-838,1,0,unknown,21,second,142,2,-1,0,unknown,0
33,manager,single,tertiary,0,28,1,0,unknown,21,second,237,2,-1,0,unknown,0
38,independent,married,secondary,0,-165,1,0,unknown,21,second,230,2,-1,0,unknown,0
31,manager,divorced,secondary,0,2294,1,0,unknown,21,second,96,2,-1,0,unknown,0
34,manager,married,secondary,0,293,1,0,unknown,21,second,162,3,-1,0,unknown,0
33,manager,married,secondary,0,609,1,0,unknown,21,second,239,2,-1,0,unknown,0
46,manager,single,tertiary,0,-867,1,1,unknown,21,second,222,5,-1,0,unknown,0
27,workforce,single,secondary,0,-208,1,0,unknown,21,second,127,2,-1,0,unknown,0
35,workforce,married,secondary,0,1317,1,0,unknown,21,second,69,4,-1,0,unknown,0
32,manager,divorced,secondary,0,335,1,0,unknown,21,second,501,2,-1,0,unknown,0
33,workforce,single,primary,0,1390,1,0,unknown,21,second,192,1,-1,0,unknown,0
37,workforce,married,secondary,0,1818,1,0,unknown,21,second,273,1,-1,0,unknown,0
37,workforce,married,primary,0,543,1,0,unknown,21,second,281,1,-1,0,unknown,0
31,workforce,married,secondary,0,3298,1,0,unknown,21,second,175,2,-1,0,unknown,0
40,nonworker,single,secondary,0,1744,1,0,unknown,21,second,465,11,-1,0,unknown,0
34,workforce,single,secondary,0,89,1,1,unknown,21,second,175,2,-1,0,unknown,0
32,workforce,married,primary,0,-175,1,0,unknown,21,second,116,1,-1,0,unknown,0
36,workforce,single,primary,0,20,1,0,unknown,21,second,87,14,-1,0,unknown,0
33,workforce,married,secondary,0,263,1,0,unknown,21,second,206,3,-1,0,unknown,0
27,manager,single,secondary,0,392,1,1,unknown,21,second,292,2,-1,0,unknown,0
31,workforce,married,secondary,0,1599,1,0,unknown,21,second,49,1,-1,0,unknown,0
32,workforce,single,secondary,0,644,1,1,unknown,21,second,198,1,-1,0,unknown,0
53,workforce,married,secondary,0,813,1,0,unknown,21,second,23,16,-1,0,unknown,0
39,manager,married,tertiary,0,2271,1,0,unknown,21,second,575,2,-1,0,unknown,0
33,workforce,married,secondary,0,881,1,0,unknown,21,second,67,5,-1,0,unknown,0
48,workforce,married,primary,0,5366,1,0,unknown,21,second,248,3,-1,0,unknown,0
38,workforce,married,secondary,0,924,1,0,unknown,21,second,108,2,-1,0,unknown,0
33,workforce,married,primary,0,240,1,0,unknown,21,second,373,3,-1,0,unknown,0
38,workforce,single,secondary,0,578,1,0,unknown,21,second,112,2,-1,0,unknown,0
30,workforce,married,primary,0,1317,1,0,unknown,21,second,395,2,-1,0,unknown,0
39,workforce,married,primary,0,2003,1,0,unknown,21,second,229,2,-1,0,unknown,0
33,workforce,married,secondary,0,946,1,0,unknown,21,second,163,2,-1,0,unknown,0
46,workforce,single,secondary,0,0,0,0,unknown,21,second,27,10,-1,0,unknown,0
32,workforce,married,secondary,0,920,1,0,unknown,21,second,135,2,-1,0,unknown,0
33,independent,married,tertiary,0,1545,1,0,unknown,21,second,357,2,-1,0,unknown,0
28,workforce,single,secondary,0,-427,1,1,unknown,21,second,965,2,-1,0,unknown,0
38,manager,married,secondary,0,3732,1,0,unknown,21,second,379,2,-1,0,unknown,0
33,workforce,single,tertiary,0,8874,0,1,unknown,21,second,152,3,-1,0,unknown,0
37,workforce,single,secondary,0,7867,1,0,unknown,21,second,36,2,-1,0,unknown,0
32,manager,single,tertiary,0,1756,1,0,unknown,21,second,206,3,-1,0,unknown,0
31,manager,married,tertiary,0,4924,1,0,unknown,21,second,389,2,-1,0,unknown,0
32,workforce,married,secondary,0,4174,1,0,unknown,21,second,314,2,-1,0,unknown,0
34,workforce,married,secondary,0,360,1,0,unknown,21,second,66,2,-1,0,unknown,0
32,workforce,married,secondary,0,255,1,1,unknown,21,second,86,2,-1,0,unknown,0
34,workforce,divorced,primary,0,3744,1,0,unknown,21,second,489,2,-1,0,unknown,0
37,manager,married,tertiary,0,2205,0,0,unknown,21,second,85,4,-1,0,unknown,0
31,workforce,married,secondary,0,510,1,0,unknown,21,second,117,3,-1,0,unknown,0
30,workforce,married,unknown,0,198,1,0,unknown,21,second,149,3,-1,0,unknown,0
31,manager,single,tertiary,0,24870,1,0,unknown,21,second,634,2,-1,0,unknown,0
32,workforce,married,secondary,0,43,1,0,unknown,21,second,173,2,-1,0,unknown,0
33,manager,single,secondary,0,1779,1,0,unknown,21,second,175,2,-1,0,unknown,0
31,workforce,married,secondary,0,589,1,1,unknown,21,second,151,1,-1,0,unknown,0
31,workforce,married,secondary,0,664,1,1,unknown,21,second,987,3,-1,0,unknown,0
28,workforce,single,secondary,0,115,1,0,unknown,21,second,66,13,-1,0,unknown,0
36,independent,married,secondary,0,352,1,0,unknown,21,second,139,2,-1,0,unknown,0
38,workforce,single,secondary,0,745,1,0,unknown,21,second,281,15,-1,0,unknown,0
31,manager,single,secondary,0,5527,1,0,unknown,21,second,132,1,-1,0,unknown,0
31,workforce,single,secondary,0,629,1,0,unknown,21,second,369,2,-1,0,unknown,0
36,workforce,married,secondary,0,342,1,1,unknown,21,second,88,3,-1,0,unknown,0
37,workforce,single,secondary,0,3326,1,0,unknown,21,second,799,1,-1,0,unknown,1
36,manager,divorced,secondary,1,-491,1,1,unknown,21,second,671,3,-1,0,unknown,0
31,workforce,single,secondary,0,0,1,0,unknown,21,second,397,9,-1,0,unknown,0
34,workforce,married,secondary,0,286,1,0,unknown,21,second,703,1,-1,0,unknown,0
34,manager,married,tertiary,0,4170,1,0,unknown,21,second,935,1,-1,0,unknown,0
32,manager,married,secondary,0,76,1,0,unknown,21,second,189,2,-1,0,unknown,0
31,manager,single,tertiary,0,-194,0,0,unknown,21,second,165,2,-1,0,unknown,0
33,manager,married,secondary,0,1499,1,0,unknown,21,second,144,2,-1,0,unknown,0
34,workforce,single,primary,0,245,1,0,unknown,21,second,21,3,-1,0,unknown,0
35,workforce,single,primary,0,49,1,0,unknown,21,second,234,2,-1,0,unknown,0
30,workforce,married,secondary,0,4733,1,0,unknown,21,second,81,2,-1,0,unknown,0
36,workforce,married,primary,0,0,1,0,unknown,21,second,59,2,-1,0,unknown,0
26,manager,single,tertiary,0,1284,1,0,unknown,21,second,97,8,-1,0,unknown,0
44,nonworker,married,primary,0,779,1,0,unknown,21,second,233,3,-1,0,unknown,0
23,workforce,single,primary,0,965,1,0,unknown,21,second,1161,4,-1,0,unknown,0
36,workforce,divorced,secondary,0,625,1,0,unknown,21,second,265,2,-1,0,unknown,0
39,workforce,married,primary,0,568,1,0,unknown,21,second,173,3,-1,0,unknown,0
49,workforce,married,secondary,0,913,1,1,unknown,21,second,178,3,-1,0,unknown,0
38,workforce,married,secondary,0,622,1,0,unknown,21,second,611,2,-1,0,unknown,1
51,manager,married,secondary,0,140,1,0,unknown,21,second,45,10,-1,0,unknown,0
25,workforce,single,secondary,0,-61,1,0,unknown,21,second,203,2,-1,0,unknown,0
39,workforce,married,secondary,0,4441,1,0,unknown,21,second,86,2,-1,0,unknown,0
31,workforce,married,secondary,0,1138,1,1,unknown,21,second,254,3,-1,0,unknown,0
37,manager,married,tertiary,0,0,1,1,unknown,21,second,72,5,-1,0,unknown,0
27,workforce,married,secondary,0,-147,1,1,unknown,21,second,239,4,-1,0,unknown,0
32,workforce,married,primary,0,159,1,0,unknown,21,second,207,3,-1,0,unknown,0
34,workforce,married,primary,0,336,1,0,unknown,21,second,713,4,-1,0,unknown,0
46,workforce,married,secondary,0,2173,1,0,unknown,21,second,98,5,-1,0,unknown,0
37,workforce,married,primary,0,1455,1,0,unknown,21,second,165,2,-1,0,unknown,0
36,workforce,married,secondary,0,439,1,0,unknown,21,second,260,5,-1,0,unknown,0
32,workforce,married,secondary,0,783,1,0,unknown,21,second,923,3,-1,0,unknown,1
31,workforce,single,primary,0,-280,0,0,unknown,21,second,281,3,-1,0,unknown,0
53,workforce,married,secondary,0,1023,1,0,unknown,21,second,150,3,-1,0,unknown,0
33,workforce,divorced,secondary,0,4369,1,0,unknown,21,second,433,3,-1,0,unknown,0
30,workforce,single,secondary,0,144,1,0,unknown,21,second,202,3,-1,0,unknown,0
31,nonworker,single,secondary,0,540,0,0,unknown,21,second,227,3,-1,0,unknown,0
38,workforce,single,primary,0,-5,1,0,unknown,21,second,30,12,-1,0,unknown,0
30,workforce,single,secondary,0,906,1,1,unknown,21,second,218,7,-1,0,unknown,0
49,workforce,married,secondary,0,1568,0,0,unknown,21,second,206,6,-1,0,unknown,0
44,workforce,married,primary,0,858,1,0,unknown,21,second,362,5,-1,0,unknown,0
32,manager,married,tertiary,0,3696,0,0,unknown,21,second,315,3,-1,0,unknown,0
56,manager,married,secondary,0,3784,0,0,unknown,21,second,672,6,-1,0,unknown,0
34,independent,married,secondary,0,3119,1,0,unknown,21,second,250,4,-1,0,unknown,0
27,workforce,single,primary,0,1518,1,0,unknown,21,second,700,3,-1,0,unknown,0
47,workforce,married,unknown,0,4822,1,0,unknown,21,second,154,5,-1,0,unknown,0
35,workforce,married,secondary,0,0,1,0,unknown,21,second,190,5,-1,0,unknown,0
40,manager,single,tertiary,0,1393,1,0,unknown,21,second,20,8,-1,0,unknown,0
30,workforce,married,primary,0,1023,1,0,unknown,21,second,168,3,-1,0,unknown,0
48,manager,married,tertiary,0,4191,0,0,unknown,21,second,363,6,-1,0,unknown,0
39,nonworker,single,secondary,0,2645,1,0,unknown,21,second,339,3,-1,0,unknown,0
33,workforce,married,secondary,0,0,1,0,unknown,21,second,521,3,-1,0,unknown,1
38,workforce,married,secondary,0,776,1,0,unknown,21,second,135,2,-1,0,unknown,0
33,workforce,married,primary,0,1165,1,0,unknown,21,second,420,2,-1,0,unknown,0
37,manager,married,tertiary,0,412,1,0,unknown,21,second,110,4,-1,0,unknown,0
57,manager,divorced,tertiary,0,461,1,0,unknown,21,second,142,10,-1,0,unknown,0
36,workforce,married,primary,0,-402,0,0,unknown,21,second,173,6,-1,0,unknown,0
37,manager,married,tertiary,0,1813,1,0,unknown,21,second,291,4,-1,0,unknown,0
32,manager,single,tertiary,0,1169,1,0,unknown,21,second,322,2,-1,0,unknown,0
26,independent,single,secondary,0,0,1,0,unknown,21,second,339,10,-1,0,unknown,0
33,workforce,married,primary,0,511,1,0,unknown,21,second,304,2,-1,0,unknown,0
46,workforce,married,primary,0,328,1,0,unknown,21,second,526,8,-1,0,unknown,0
27,workforce,single,secondary,0,259,1,0,unknown,23,second,78,10,-1,0,unknown,0
52,workforce,married,primary,0,126,0,0,unknown,23,second,93,4,-1,0,unknown,0
36,workforce,married,secondary,0,5902,1,0,unknown,23,second,219,4,-1,0,unknown,0
33,manager,married,tertiary,0,10,1,0,unknown,23,second,72,5,-1,0,unknown,0
35,manager,single,tertiary,0,3137,1,0,unknown,23,second,72,3,-1,0,unknown,0
35,manager,married,secondary,0,2238,1,0,unknown,23,second,42,3,-1,0,unknown,0
28,independent,single,secondary,0,131,1,0,unknown,23,second,407,14,-1,0,unknown,0
35,workforce,single,secondary,0,773,1,0,unknown,23,second,136,2,-1,0,unknown,0
30,workforce,single,secondary,0,399,1,1,unknown,23,second,158,3,-1,0,unknown,0
52,manager,married,secondary,0,173,0,0,unknown,23,second,48,5,-1,0,unknown,0
36,workforce,single,secondary,0,690,1,0,unknown,23,second,86,2,-1,0,unknown,0
39,workforce,married,primary,0,1601,1,0,unknown,23,second,201,2,-1,0,unknown,0
39,workforce,married,secondary,0,439,1,0,unknown,23,second,214,3,-1,0,unknown,0
33,manager,married,secondary,0,3132,1,0,unknown,23,second,350,5,-1,0,unknown,0
32,workforce,single,secondary,0,-408,1,0,unknown,23,second,253,2,-1,0,unknown,0
29,manager,married,secondary,0,265,1,0,unknown,23,second,329,2,-1,0,unknown,0
37,workforce,single,secondary,0,363,1,0,unknown,23,second,110,3,-1,0,unknown,0
43,workforce,married,secondary,0,8541,1,0,unknown,23,second,259,9,-1,0,unknown,0
33,workforce,single,secondary,0,486,1,0,unknown,23,second,363,2,-1,0,unknown,0
33,workforce,single,tertiary,0,594,1,1,unknown,23,second,149,1,-1,0,unknown,0
32,workforce,married,secondary,1,98,0,1,unknown,23,second,174,1,-1,0,unknown,0
54,workforce,divorced,secondary,0,462,1,0,unknown,23,second,260,3,-1,0,unknown,0
33,workforce,single,secondary,0,372,1,0,unknown,23,second,92,1,-1,0,unknown,0
33,manager,single,secondary,0,1221,1,0,unknown,23,second,245,1,-1,0,unknown,0
38,independent,single,tertiary,0,917,1,0,unknown,23,second,260,1,-1,0,unknown,0
34,manager,single,tertiary,0,0,1,0,unknown,23,second,346,1,-1,0,unknown,0
33,workforce,married,secondary,0,884,1,0,unknown,23,second,271,1,-1,0,unknown,0
32,workforce,married,secondary,0,587,1,0,unknown,23,second,203,1,-1,0,unknown,0
31,independent,single,tertiary,0,91,0,0,unknown,23,second,206,1,-1,0,unknown,0
33,independent,married,primary,0,165,1,0,unknown,23,second,218,1,-1,0,unknown,0
34,workforce,married,secondary,0,456,1,0,unknown,23,second,621,1,-1,0,unknown,0
35,workforce,married,primary,0,994,1,0,unknown,23,second,1349,8,-1,0,unknown,1
31,workforce,single,tertiary,0,1710,1,0,unknown,23,second,385,1,-1,0,unknown,0
33,workforce,married,secondary,0,1138,1,1,unknown,23,second,509,1,-1,0,unknown,0
31,workforce,married,secondary,0,360,1,0,unknown,23,second,395,1,-1,0,unknown,0
32,manager,married,tertiary,0,2737,1,1,unknown,23,second,38,1,-1,0,unknown,0
